age;job;marital;education;default;housing;loan;contact;month;day_of_week;duration;campaign;pdays;previous;poutcome;emp.var.rate;cons.price.idx;cons.conf.idx;euribor3m;nr.employed;y
29;6;0;2;0;1;2;0;5;1;181;2;999;0;0;1.4;93.444;-36.1;4.967;5228.1;0
45;6;0;2;0;0;0;0;0;3;239;1;999;0;0;-1.8;92.893;-46.2;1.327;5099.1;0
38;2;2;2;0;1;0;0;8;2;360;1;999;0;0;-1.8;93.075;-47.1;1.392;5099.1;1
24;1;1;3;0;0;0;1;0;2;314;1;999;0;0;1.1;93.994;-36.4;4.858;5191;0
41;5;0;3;0;0;0;0;5;2;984;1;999;0;0;1.4;93.444;-36.1;4.963;5228.1;0
58;8;2;1;0;0;0;0;1;4;663;1;999;0;0;-2.9;92.963;-40.8;1.262;5076.2;1
34;2;0;2;0;1;2;1;0;1;157;2;999;0;0;1.1;93.994;-36.4;4.857;5191;0
34;2;0;2;0;1;0;0;2;2;141;2;999;0;0;-1.1;94.767;-50.8;1.05;4963.6;0
37;5;2;3;0;1;0;1;0;1;374;1;999;0;0;1.1;93.994;-36.4;4.856;5191;0
53;0;2;5;0;1;0;1;1;1;706;1;999;0;0;1.4;94.465;-41.8;4.959;5228.1;1
54;5;2;3;0;0;2;0;4;4;797;14;999;0;0;1.4;93.918;-42.7;4.961;5228.1;0
32;5;2;3;0;0;0;0;2;4;250;1;999;0;0;-0.1;93.2;-42;4.153;5195.8;0
42;2;0;1;0;0;0;0;4;0;311;6;999;0;0;1.4;93.918;-42.7;4.962;5228.1;0
28;5;1;3;0;0;0;0;5;3;63;2;3;1;2;-2.9;92.201;-31.4;0.851;5076.2;1
33;1;1;1;0;0;0;1;0;0;111;1;999;0;0;1.1;93.994;-36.4;4.864;5191;0
41;0;0;0;0;0;0;0;8;2;148;2;999;0;0;-1.8;93.075;-47.1;1.405;5099.1;0
31;1;0;1;0;1;2;0;2;3;49;1;999;0;0;-0.1;93.2;-42;4.076;5195.8;0
40;5;0;0;1;1;2;1;0;3;171;4;999;0;0;1.1;93.994;-36.4;4.86;5191;0
53;11;0;0;0;1;2;0;2;1;242;1;999;1;1;-3.4;92.649;-30.1;0.716;5017.5;0
40;2;2;2;0;0;0;0;5;2;257;1;999;0;0;1.4;93.444;-36.1;4.965;5228.1;0
82;9;0;5;0;1;0;1;3;4;279;3;3;2;2;-1.1;94.199;-37.5;0.877;4963.6;1
28;0;0;5;0;0;0;0;4;2;113;1;999;0;0;1.4;93.918;-42.7;4.96;5228.1;0
30;2;0;1;1;0;0;0;2;1;246;3;999;0;0;-0.1;93.2;-42;4.12;5195.8;0
31;10;1;2;0;0;0;0;4;4;309;1;6;3;2;-1.7;94.215;-40.3;0.835;4991.6;1
32;5;1;2;0;0;0;0;5;1;168;1;999;0;0;1.4;93.444;-36.1;4.965;5228.1;0
54;0;0;5;0;0;0;0;5;4;153;1;999;0;0;1.4;93.444;-36.1;4.963;5228.1;0
31;0;0;0;0;1;0;0;4;1;152;1;999;0;0;1.4;93.918;-42.7;4.963;5228.1;0
50;1;0;6;0;0;0;0;5;3;90;2;999;0;0;1.4;93.444;-36.1;4.968;5228.1;0
47;5;1;6;0;1;0;0;4;4;117;2;999;0;0;1.4;93.918;-42.7;4.961;5228.1;0
31;2;1;1;0;0;2;0;0;1;149;1;999;0;0;-1.8;92.893;-46.2;1.281;5099.1;0
32;10;0;1;0;0;0;0;2;3;640;1;999;0;0;-0.1;93.2;-42;4.076;5195.8;0
46;2;1;1;0;0;0;0;2;2;199;2;999;2;1;-1.1;94.767;-50.8;1.048;4963.6;0
47;2;1;1;0;1;0;0;0;2;1114;2;999;0;0;-1.8;92.893;-46.2;1.299;5099.1;0
32;2;1;1;0;1;0;0;2;2;74;2;999;2;1;-1.1;94.767;-50.8;1.048;4963.6;0
52;1;2;1;1;1;0;0;2;2;190;1;999;0;0;-0.1;93.2;-42;4.191;5195.8;0
45;2;0;1;0;0;0;0;7;0;738;3;6;1;2;-1.1;94.601;-49.5;1.029;4963.6;1
32;2;0;2;0;0;0;0;0;0;374;2;999;0;0;-1.8;92.893;-46.2;1.313;5099.1;0
71;0;2;5;1;1;0;0;5;3;224;1;999;0;0;-1.7;94.027;-38.3;0.904;4991.6;0
49;1;0;1;0;0;0;1;0;0;344;2;999;0;0;1.1;93.994;-36.4;4.855;5191;0
46;2;0;1;0;0;2;1;1;1;148;10;999;0;0;1.4;94.465;-41.8;4.864;5228.1;0
46;0;0;3;0;1;0;0;2;0;383;1;999;0;0;-1.1;94.767;-50.8;1.028;4963.6;0
38;2;0;2;0;0;0;0;5;4;35;6;999;0;0;1.4;93.444;-36.1;4.965;5228.1;0
57;1;0;3;1;1;0;0;5;2;153;2;999;0;0;1.4;93.444;-36.1;4.965;5228.1;0
41;1;1;1;1;2;1;0;0;2;772;2;999;1;1;-1.8;92.893;-46.2;1.299;5099.1;0
44;5;0;3;0;1;0;1;0;0;124;3;999;0;0;1.1;93.994;-36.4;4.864;5191;0
47;5;0;2;0;0;0;0;5;1;345;7;999;0;0;1.4;93.444;-36.1;4.964;5228.1;0
40;0;0;0;0;0;2;1;0;1;951;2;999;0;0;1.1;93.994;-36.4;4.858;5191;0
57;8;1;3;0;0;0;1;0;2;188;1;999;0;0;1.1;93.994;-36.4;4.857;5191;0
27;2;1;6;0;1;0;0;6;4;128;1;3;1;2;-1.8;93.369;-34.8;0.637;5008.7;1
52;0;0;0;0;1;0;0;5;0;809;1;999;0;0;1.4;93.444;-36.1;4.966;5228.1;1
34;6;0;2;0;0;2;1;1;1;192;1;999;0;0;-2.9;92.963;-40.8;1.26;5076.2;0
42;3;0;2;0;0;0;1;0;4;154;1;999;0;0;1.1;93.994;-36.4;4.857;5191;0
51;5;0;6;0;0;0;1;1;0;17;3;999;0;0;1.4;94.465;-41.8;4.959;5228.1;0
45;6;0;5;1;0;0;1;0;0;100;1;999;0;0;1.1;93.994;-36.4;4.855;5191;0
56;8;0;1;0;1;0;0;0;2;317;1;999;0;0;-1.8;92.893;-46.2;1.244;5099.1;0
41;6;0;2;0;0;0;0;0;3;93;1;999;0;0;-1.8;92.893;-46.2;1.327;5099.1;0
44;2;0;1;0;0;0;0;5;0;111;1;999;0;0;1.4;93.444;-36.1;4.964;5228.1;0
50;0;0;4;0;0;0;0;0;2;293;3;3;1;2;-1.8;92.893;-46.2;1.354;5099.1;1
54;4;0;1;0;1;0;0;5;4;119;3;999;0;0;1.4;93.444;-36.1;4.963;5228.1;0
51;0;0;4;0;1;0;0;5;0;393;1;999;0;0;1.4;93.444;-36.1;4.964;5228.1;0
30;0;1;0;0;1;0;0;2;1;30;1;999;0;0;-0.1;93.2;-42;4.12;5195.8;0
42;9;0;5;1;0;0;1;1;0;38;8;999;0;0;1.4;94.465;-41.8;4.959;5228.1;0
41;5;0;3;1;0;0;1;1;2;442;11;999;0;0;1.4;94.465;-41.8;4.865;5228.1;0
47;1;1;0;0;1;0;0;2;4;187;2;999;0;0;-0.1;93.2;-42;4.153;5195.8;0
35;0;0;4;0;0;0;0;8;0;113;1;999;1;1;-1.8;93.075;-47.1;1.405;5099.1;0
58;0;0;0;0;1;0;0;2;4;64;1;999;1;1;-0.1;93.2;-42;4.153;5195.8;0
50;0;2;1;0;0;2;0;4;2;629;2;999;0;0;1.4;93.918;-42.7;4.96;5228.1;1
41;5;0;3;0;1;0;1;0;4;92;1;999;0;0;1.1;93.994;-36.4;4.856;5191;0
38;5;0;2;0;0;0;0;0;1;147;1;999;0;0;-1.8;92.893;-46.2;1.334;5099.1;0
32;7;1;2;0;1;0;0;2;3;151;2;999;0;0;-0.1;93.2;-42;4.076;5195.8;0
21;7;1;1;0;1;0;0;5;4;259;1;999;1;1;-2.9;92.201;-31.4;0.884;5076.2;0
46;2;2;0;1;1;0;1;0;1;423;1;999;0;0;1.1;93.994;-36.4;4.856;5191;0
42;4;0;2;0;0;0;0;2;0;888;3;999;0;0;-0.1;93.2;-42;4.021;5195.8;0
55;1;0;0;0;1;0;0;5;1;76;13;999;0;0;1.4;93.444;-36.1;4.964;5228.1;0
29;2;1;1;0;0;0;1;2;2;207;1;6;1;2;-1.1;94.767;-50.8;1.05;4963.6;0
30;0;1;4;1;0;0;1;1;1;100;1;999;0;0;1.4;94.465;-41.8;4.959;5228.1;0
53;6;0;5;0;0;0;0;2;1;63;1;999;0;0;-0.1;93.2;-42;4.12;5195.8;0
35;6;0;2;0;0;0;0;2;1;265;2;999;0;0;-0.1;93.2;-42;4.12;5195.8;0
46;1;0;3;0;0;0;1;0;4;273;4;999;0;0;1.1;93.994;-36.4;4.856;5191;0
30;0;0;6;0;1;0;1;0;1;85;2;999;0;0;1.1;93.994;-36.4;4.857;5191;0
43;3;0;2;1;0;0;0;4;4;261;1;999;0;0;1.4;93.918;-42.7;4.961;5228.1;0
42;1;0;1;1;0;0;0;4;2;136;4;999;0;0;1.4;93.918;-42.7;4.96;5228.1;0
32;5;0;3;0;1;0;0;4;4;711;1;999;0;0;1.4;93.918;-42.7;4.962;5228.1;0
41;0;2;0;0;0;0;0;0;0;88;1;999;1;1;-1.8;92.893;-46.2;1.313;5099.1;0
28;2;0;2;0;1;0;0;0;4;72;3;999;1;1;-1.8;92.893;-46.2;1.291;5099.1;0
24;1;1;2;0;1;0;0;4;3;113;6;999;0;0;1.4;93.918;-42.7;4.963;5228.1;0
43;6;0;2;1;0;2;0;8;0;307;1;999;0;0;-1.8;93.075;-47.1;1.405;5099.1;0
30;2;1;2;0;0;0;0;5;2;39;1;999;0;0;1.4;93.444;-36.1;4.97;5228.1;0
55;0;0;0;1;1;0;0;2;4;63;2;999;0;0;-0.1;93.2;-42;4.153;5195.8;0
51;8;0;0;1;1;0;0;4;0;64;1;999;0;0;1.4;93.918;-42.7;4.959;5228.1;0
22;7;1;1;0;1;2;0;4;0;154;2;999;0;0;1.4;93.918;-42.7;4.957;5228.1;0
32;3;1;2;0;1;2;0;2;3;126;1;999;0;0;-0.1;93.2;-42;4.076;5195.8;0
43;2;0;3;1;1;0;0;4;3;127;3;999;0;0;1.4;93.918;-42.7;4.968;5228.1;0
39;6;0;4;1;1;0;1;1;2;156;5;999;0;0;1.4;94.465;-41.8;4.865;5228.1;0
52;0;2;6;0;1;0;0;4;4;111;8;999;0;0;1.4;93.918;-42.7;4.961;5228.1;0
38;5;1;3;0;0;0;0;0;2;202;3;999;1;1;-1.8;92.893;-46.2;1.244;5099.1;0
59;8;0;5;0;1;0;1;8;4;353;4;999;0;0;-1.8;93.075;-47.1;1.453;5099.1;0
31;0;0;5;0;0;0;1;0;1;159;2;999;0;0;1.1;93.994;-36.4;4.857;5191;0
76;8;1;5;0;1;0;0;2;2;347;4;6;1;2;-3.4;92.649;-30.1;0.715;5017.5;1
44;11;1;0;1;0;0;1;1;2;76;3;999;0;0;1.4;94.465;-41.8;4.96;5228.1;0
30;0;0;6;0;1;0;1;0;0;85;2;999;0;0;1.1;93.994;-36.4;4.864;5191;0
32;1;0;1;1;1;0;1;1;0;174;1;999;0;0;1.4;94.465;-41.8;4.959;5228.1;0
41;10;0;6;0;1;0;1;1;0;280;3;999;0;0;1.4;94.465;-41.8;4.967;5228.1;0
33;2;1;2;0;0;0;0;5;3;686;4;999;0;0;1.4;93.444;-36.1;4.963;5228.1;1
59;8;0;5;0;0;0;0;5;0;94;1;999;0;0;1.4;93.444;-36.1;4.963;5228.1;0
28;0;0;0;0;0;0;0;4;2;225;3;999;0;0;1.4;93.918;-42.7;4.96;5228.1;0
33;0;1;4;0;0;0;0;0;0;474;2;999;0;0;-1.8;92.893;-46.2;1.313;5099.1;0
53;1;0;1;1;0;0;0;5;3;76;1;999;0;0;1.4;93.444;-36.1;4.964;5228.1;0
41;1;0;1;0;1;0;0;6;1;377;6;999;0;0;-1.8;92.843;-50;1.778;5099.1;1
55;11;0;5;0;1;2;0;4;3;185;1;999;0;0;1.4;93.918;-42.7;4.962;5228.1;0
45;0;0;0;1;1;0;1;0;4;121;1;999;0;0;1.1;93.994;-36.4;4.856;5191;0
35;5;0;3;0;1;0;0;4;3;126;4;999;0;0;1.4;93.918;-42.7;4.968;5228.1;0
31;1;0;1;1;1;0;0;4;2;160;3;999;0;0;1.4;93.918;-42.7;4.96;5228.1;0
53;6;0;2;0;1;0;0;5;2;313;4;999;0;0;1.4;93.444;-36.1;4.965;5228.1;0
35;5;1;3;0;0;0;0;0;3;141;1;999;0;0;-1.8;92.893;-46.2;1.327;5099.1;0
45;0;2;4;1;0;0;0;0;3;219;1;999;0;0;-1.8;92.893;-46.2;1.327;5099.1;0
34;9;1;2;0;1;0;1;1;3;267;2;999;0;0;1.4;94.465;-41.8;4.961;5228.1;0
42;2;0;0;0;1;0;1;8;2;406;3;999;1;1;-1.8;93.075;-47.1;1.405;5099.1;0
36;4;0;0;0;0;2;0;2;3;151;3;999;0;0;-0.1;93.2;-42;4.076;5195.8;0
44;2;0;1;0;1;0;1;0;1;228;3;999;0;0;1.1;93.994;-36.4;4.856;5191;0
50;2;2;2;0;0;0;0;5;4;73;2;999;0;0;1.4;93.444;-36.1;4.965;5228.1;0
36;2;0;2;0;0;0;0;3;0;355;1;999;0;0;-3.4;92.379;-29.8;0.773;5017.5;0
27;5;0;3;0;1;0;0;4;3;102;9;999;0;0;1.4;93.918;-42.7;4.963;5228.1;0
40;6;0;6;0;1;0;1;0;0;97;3;999;0;0;1.1;93.994;-36.4;4.859;5191;0
25;5;1;2;0;0;2;1;1;2;35;6;999;0;0;1.4;94.465;-41.8;4.96;5228.1;0
29;6;0;2;0;0;2;0;5;4;116;2;999;0;0;1.4;93.444;-36.1;4.966;5228.1;0
